"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-LOC121109039",16.7100516370276,-1.00216234743274,0.818898160761871,2.09887474066124,0.350134689868402,0.854006449655287
"gene-LOC112530514",9.74434614098811,-0.610830780893506,0.73288718161123,1.70831580484104,0.425641471860595,NA
"gene-LOC121106499",48.4908589678652,-0.31511252345099,0.401780631130567,0.738757320060273,0.691163644846764,0.953449645218816
"gene-LOC121109146",13.6421833899676,1.10314340151648,0.871030227665114,1.80883248357908,0.404778108691944,0.883913589123636
"gene-LOC107055362",48.3688883226241,-0.233132560215698,0.433296664358599,0.326759790826202,0.849268493918061,0.980175590696
"gene-LOC121107521",38.9365182978881,-0.545440780971019,0.456633063176167,1.4383779174523,0.487147192262867,0.905929258051554
"gene-LOC121107536",7.94218275848573,-1.0965162531549,0.795422645270053,1.91550737877876,0.383753949073126,NA
"gene-LOC124417893",15.4293103344477,0.230056655196386,0.708816835278581,0.126014091240044,0.9389368582735,0.988827177699265
"gene-LOC107055549",11.4485111092846,0.390439368368549,0.724024479900716,0.460114738099641,0.79448802217297,NA
"gene-LOC101750030",7.42052166368348,-0.917831596095518,1.0480597668539,1.17759478270472,0.554994324534273,NA
"gene-LOC121109949",12.9017361981328,-0.255669336883384,0.596171036388835,0.184933180164158,0.91167966959858,NA
"gene-LOC107056757",22.0964224333961,0.463113869555525,0.639930670906507,0.538232212828561,0.764054538865182,0.968527385894651
"gene-LOC107057076",12.822249229136,-0.0442411863732401,0.755601174523949,0.0726694349777759,0.964317465537502,NA
"gene-LOC101751443",10.5442372543718,-0.649080197437518,0.82045514114428,0.815219589690642,0.665238407640119,NA
"gene-LOC121109445",12.4728284431829,-0.701907712392746,0.694414357762484,1.34318391672683,0.510894607112121,NA
"gene-LOC121108996",11.7709275950026,-0.628036913032943,0.824548010964436,0.878135949439624,0.644636959123798,NA
"gene-LOC124417672",9.85087371909535,-0.307891567698651,0.892925546342819,0.121278961393884,0.941162485863422,NA
"gene-LOC101749759",10.4354627291525,-0.461396457273447,1.3750647532468,0.218772286867193,0.896384217781488,NA
"gene-LOC121109097",22.2128941622216,-0.489217740069891,0.583859586864717,1.95437131156815,0.376368841198996,0.867076869433686
"gene-LOC107049214",106.898986101126,-0.465428955487264,0.56950178025141,0.793533252157971,0.672490949170669,0.949914206263053
"gene-LOC107049256",26.3598401240365,-0.410182369679807,0.703785645228098,0.339481448154245,0.84388358693002,0.979637446039722
"gene-LOC121108909",11.1598713196827,0.13542828758555,0.846128397785272,0.0270927747574632,0.986544952021973,NA
"gene-LOC121106840",33.3545814475327,0.0783298138202648,0.379645075928106,3.09911690404631,0.212341712183643,0.759397292626917
"gene-LOC107049616",102.927951924523,-0.122595364165237,0.298001444461862,0.173750305807062,0.916791547251269,0.98881556346044
"gene-LOC124417599",11.6860965059874,-0.032781272027096,0.738811897252228,0.00344606037764095,0.998278453375498,NA
"gene-LOC112531499",477.828941961437,-0.988483804978021,2.30664054295497,0.180385119235979,0.913755215974158,0.98881556346044
"gene-LOC124417601",249.713870838601,-0.409914349140178,0.215833245003869,3.86030003430946,0.145126425397082,0.699255625156738
"gene-LOC112531502",32.5172761828273,0.541170191057533,0.786767191926728,0.597823081462124,0.741625010139696,0.964280633619062
"gene-LOC107051962",69.1722253707923,-0.523139314812924,0.413677986862731,1.99589304170883,0.368635650095876,0.863545350983998
"gene-LOC101748607",11.8680983113278,1.11351164815838,0.995850984902365,1.82504285585057,0.401510566683564,NA
"gene-LOC121108984",20.7087620121172,0.00547884837744598,0.603994255034645,0.11864335944577,0.942403568274238,0.989275433963008
"gene-LOC107051969",7.9562315870072,-1.14333824334605,1.05571281152483,1.27311153243068,0.529111673586263,NA
"gene-LOC101750998",9.2152284693265,-1.57257908211833,1.56670096218019,2.33006466057578,0.3119125776462,NA
"gene-LOC121106671",6.85539784896449,0.728428055726554,1.13301622089046,0.808599207373788,0.66744412259033,NA
"gene-LOC112531517",21.2120188713866,-0.70744242509436,0.644278066599954,1.20376476870896,0.547779533368457,0.922738392058068
"gene-LOC121109527",23.7289944404359,-0.00259261936551245,0.668029244187635,0.100623766028775,0.950932798459143,0.991690062521535
"gene-LOC121109031",33.1162807832347,-0.959928621553506,0.477960612636893,4.89174095254748,0.0866506747069055,0.613276055827487
"gene-LOC121109158",8.27164706273621,-0.0936748972053209,1.03094749219165,0.491192894212524,0.782237835580537,NA
"gene-LOC101749095",14.9741687031695,-0.0951634264732825,0.746181382757196,0.0165966023998152,0.991736034659418,0.998529936101586
"gene-LOC124417133",7.73578484269399,0.420950115725618,1.14708026458996,0.465685451765651,0.792278168575788,NA
"gene-LOC121109165",11.1981444771023,-1.06449873034982,0.723427445101796,2.17990284022047,0.336232827463677,NA
"gene-LOC112531536",549.619636967611,0.213468831126216,0.176586319925253,1.4605486839092,0.481776800369345,0.904353296663613
"gene-LOC107051115",450.837862361122,0.271711805123075,0.181929870143926,3.44211155800394,0.17887719339722,0.733800676621679
"gene-LOC121107104",11.163161682895,-0.834296497813445,1.20511799300907,1.38710306590973,0.499797864672247,NA
"gene-LOC121107106",26.3769350130915,-1.03432482921687,0.59226051640854,4.48308192253397,0.106294582278704,0.647636088578256
"gene-LOC124417403",17.303886836861,-0.957927630207455,0.610772933268468,2.54226705268736,0.28051347208655,0.813173240167376
"gene-LOC101750204",9.3034066501883,0.351562531794005,1.12214683386365,1.28642696882589,0.525600697681269,NA
"gene-LOC121109141",106.277033475146,0.191524460479385,0.471903034738217,0.407769595761721,0.815556319591956,0.977138228975679
"gene-LOC112531567",10.2273891358409,1.27964580605337,0.835460021209248,4.66236730446344,0.097180650891727,NA
"gene-LOC124417627",179.553186642865,-0.645053518396427,0.280053493270603,6.36437071832032,0.0414948747588002,0.477666250379192
"gene-LOC101748122",35.1245520180555,-0.362652192474745,0.442997241870309,0.668321521068577,0.715938678290931,0.958722960176459
"gene-LOC124417169",37.9685655839024,-0.420755075833965,0.450344977263409,1.35390421267606,0.508163462626941,0.909432620347825
"gene-LOC101748649",10.8122884101899,-1.41537250179198,0.940577864218322,2.29355534509313,0.317658722383122,NA
