gene,Exp_1,Free_1,Free_2,Exp_2,Pygo_1,Exp_3,Exp_4,Free_3,Pygo_2,Free_4,Pygo_3,Pygo_4
NCOR2,6458,7215,11241,6716,5249,4127,4325,7757,9407,9833,7936,6569
NCS1,125,242,429,88,54,48,72,274,97,457,74,70
NCSTN,1893,960,1434,2149,1286,1572,1415,1116,1890,1224,1808,1364
ND1,60587,15913,17749,40112,8505,37615,42108,7381,24535,12024,37191,20298
ND2,23968,7832,9484,17466,3726,19864,26424,3417,11088,8051,26835,18487
ND3,6793,2102,2361,4503,1192,5492,6660,927,3606,2116,7425,4221
ND4,47724,12803,17391,32438,9203,31932,42017,6809,24897,15414,48647,30922
ND4L,8078,1770,2644,6082,1033,6164,8414,873,3301,2468,7609,6046
ND5,77368,19949,26823,54560,10569,50024,63026,10106,30691,19843,56135,38268
ND6,7547,1218,1394,4293,2451,5292,4804,2765,8674,17621,12053,13818
NDC1,836,417,531,1276,552,790,711,528,942,535,881,551
NDC80,608,270,350,1834,274,970,866,259,603,284,642,523
NDE1,551,629,718,1278,550,838,830,664,1141,818,1016,700
NDEL1,1474,1843,2697,2389,1613,1426,1392,1748,2695,2436,2900,2282
NDFIP1,4583,3434,4561,3682,2366,2817,2561,3926,3906,5009,4033,3412
NDFIP2,8444,3481,5293,8323,2567,6564,7506,3631,4838,3009,5203,4377
NDNF,4896,2361,6244,5554,1778,4004,3855,3895,3729,3340,4651,3951
NDOR1,338,283,394,445,460,302,308,343,774,266,587,211
NDP,73,66,109,10,0,6,10,36,18,70,2,0
NDRG1,13890,4719,5665,3767,2988,2468,2077,3339,4593,2910,3915,2711
NDRG4,1160,2824,1627,388,245,487,474,1042,352,1343,367,290
NDST1,928,1157,1427,1120,988,659,551,1329,1710,1451,1118,722
NDST2,2835,1751,2085,3112,1919,1893,2142,1795,2857,1757,2715,2431
NDST3,411,310,232,453,121,201,142,120,128,182,184,107
NDST4,15,78,118,84,42,47,40,61,88,34,66,53
NDUFA1,261,276,290,212,184,133,175,194,294,257,504,421
NDUFA10,4040,2658,2803,3697,1962,2636,2250,2158,2845,2757,3243,2722
NDUFA12,623,528,498,595,261,493,437,312,450,690,678,652
NDUFA13,659,404,589,649,497,400,369,852,842,289,579,269
NDUFA2,330,245,224,278,174,204,154,362,414,398,319,307
NDUFA4,2152,2014,1410,1651,1096,1380,1035,1325,1722,1187,1668,921
NDUFA5,774,727,403,584,357,405,402,404,436,506,513,291
NDUFA6,252,269,229,187,106,143,107,161,137,258,227,164
NDUFA8,525,375,393,500,220,306,235,371,487,320,474,294
NDUFA9,1813,1236,1366,1537,675,1085,928,959,1136,1201,1342,1125
NDUFAB1,835,483,451,639,223,371,288,455,460,526,407,388
NDUFAF1,1019,851,1125,1273,563,972,807,908,823,783,1026,873
NDUFAF2,146,101,129,99,38,115,122,63,122,147,155,62
NDUFAF3,214,196,284,264,176,116,150,343,282,165,288,145
NDUFAF4,549,582,824,610,157,407,324,428,338,529,299,263
NDUFAF5,292,292,441,489,279,398,323,347,412,297,367,371
NDUFAF6,704,477,695,760,350,618,462,463,537,444,619,466
NDUFAF7,418,323,449,530,344,274,336,281,373,326,512,309
NDUFAF8,36,26,16,16,18,21,12,52,56,24,14,17
NDUFB10,1711,1010,755,1233,720,698,747,694,1197,1096,1837,1569
NDUFB2,993,758,688,969,676,623,540,652,891,909,1187,919
NDUFB3,609,493,366,714,384,308,329,256,372,835,788,804
NDUFB4,270,198,216,265,119,241,191,162,136,97,156,95
NDUFB5,1374,1095,851,1157,808,598,486,711,935,708,887,488
NDUFB6,483,459,309,392,292,286,244,454,533,315,615,343
NDUFB8,653,755,710,570,395,433,258,414,646,423,668,481
NDUFB9,716,638,459,446,409,428,381,338,500,475,746,405
NDUFC2,509,496,491,492,365,305,190,563,532,286,444,146
NDUFS1,6347,2634,2895,5145,3319,3439,3110,2858,4801,3369,4455,3867
NDUFS2,1762,790,970,1290,1539,807,770,1086,2243,814,1648,1046
NDUFS3,1048,553,517,904,646,645,489,699,1119,739,1058,738
NDUFS4,1338,471,386,643,355,766,748,423,539,668,934,400
NDUFS5,655,540,593,619,611,391,344,642,665,690,810,640
NDUFS6,159,155,112,150,48,107,81,77,96,254,152,152
NDUFS7,1086,536,425,454,587,326,306,498,869,606,608,487
NDUFS8,403,386,299,284,308,244,247,257,425,224,397,285
NDUFV1,1829,1091,1289,1235,1385,867,653,1300,1862,1132,1587,998
NDUFV2,989,829,736,846,380,599,636,507,616,1028,557,913
NDUFV3,475,757,621,499,193,397,446,324,465,648,506,459
NEBL,767,3057,2845,701,224,463,420,1265,552,2132,486,484
NECAB1,942,563,1647,364,43,346,254,713,131,584,48,220
NECAB3,516,379,395,496,361,242,228,428,676,448,544,380
NECAP1,3289,2055,2484,3832,2098,2544,2345,2103,3510,2098,2826,2359
NECAP2,853,663,1073,1292,814,992,830,976,1993,859,1474,822
NECTIN1,5172,1519,1524,3916,2496,2285,2680,1374,3290,1509,3042,2312
NECTIN3,1306,1691,1902,1317,460,852,594,954,831,935,761,595
NEDD1,1728,1204,1695,2583,1179,1743,1475,1195,1644,1483,1551,1399
NEDD4,3803,2134,2981,5242,1617,3130,3480,2378,2536,2477,3130,2900
NEDD4L,0,367,525,198,166,0,0,638,638,0,0,319
NEDD8,116,166,169,153,107,96,123,128,215,99,192,111
NEDD9,2754,3210,7873,3464,2114,2039,1934,3841,3054,3720,3436,2554
NEFH,16,1658,36,4,12,38,130,58,2,44,18,14
NEFL,32,1290,46,86,18,85,136,98,30,68,31,34
NEFM,70,1896,44,4,0,64,145,166,2,172,0,6
NEGR1,316,4205,6183,426,433,275,190,730,651,2515,745,436
NEIL1,405,212,364,504,344,290,291,322,701,312,471,359
NEIL2,0,0,0,0,0,6,0,0,0,0,0,0
NEIL3,143,78,128,350,43,226,226,73,59,82,83,95
NEK1,1700,1784,2486,2127,731,1381,1344,1297,1071,2149,1847,1649
NEK10,284,107,67,762,32,149,125,73,93,77,142,176
NEK11,101,87,68,82,30,57,51,78,53,85,67,100
NEK2,188,93,163,686,166,480,366,149,430,114,490,230
NEK3,355,299,195,365,125,228,240,224,193,243,149,158
NEK4,890,745,1183,888,443,841,672,665,676,1058,906,689
NEK5,140,49,82,208,40,116,118,57,63,54,63,117
NEK6,3127,2558,3386,4595,1746,3280,2971,2880,3328,3745,4011,3909
NEK7,1845,1449,1994,1476,451,1002,887,815,635,1057,883,831
NEK8,522,441,840,488,616,367,322,642,896,648,694,545
NEK9,2849,2333,3025,5008,4254,3047,2686,3130,5092,3221,4594,2926
NELFA,1932,1563,2329,2736,1408,1831,1721,1402,2239,1946,2128,1593
NELFB,761,764,1056,1050,892,773,605,1029,1586,775,1120,808
NELFCD,2023,1180,1619,2023,1112,1486,1531,1135,1385,1607,1740,1603
NELFE,350,328,408,386,446,245,248,368,570,309,524,396
NELL1,6,221,5,31,20,22,22,8,16,24,42,22
NELL2,258,502,291,133,266,114,95,163,214,272,112,83
NEMF,1328,1150,1314,1494,1091,1140,1015,1225,1484,1211,1695,1315
NEMP1,279,199,357,290,408,205,171,395,722,254,397,217
NEMP2,527,507,699,764,362,581,546,329,569,441,629,303
NENF,1004,1358,1614,1507,274,971,774,861,721,1031,742,902
NEO1,11325,3603,8595,12434,4833,7849,7890,5809,6619,4990,8726,8144
NEPRO,409,356,449,547,393,354,372,343,554,290,465,381
NES,130,322,196,209,539,120,106,258,218,432,190,179
NET1,8936,10150,22369,2987,2644,2459,2381,11523,4008,20558,4906,4095
NETO1,0,31,28,0,0,6,11,20,2,4,6,0
NETO2,102,75,38,58,22,39,19,16,61,12,8,39
NEU2,2132,431,702,3339,1028,1782,2257,1279,1752,613,2133,3263
NEU3,561,350,525,704,900,442,450,743,1117,468,982,473
NEU4,41,18,23,32,28,14,19,28,57,12,51,22
NEURL1,515,207,286,519,424,331,380,320,601,145,352,296
NEURL1B,640,917,902,533,496,412,364,969,647,955,532,299
NEURL2,0,4,10,0,0,0,0,6,0,0,0,0
NEUROD1,8,2,0,0,0,0,0,0,2,0,0,0
NEUROD2,0,0,0,0,0,0,0,0,0,0,0,0
NEUROD4,0,0,0,0,0,0,0,0,0,0,0,0
NEUROD6,0,0,8,5,0,2,0,4,2,0,0,0
NEUROG1,0,2,0,0,0,0,0,0,0,0,0,0
NEUROG2,0,0,0,0,0,0,1,0,0,0,4,0
NEUROG3,0,0,0,0,0,0,0,0,0,0,0,0
NEXN,367,2016,1949,356,784,235,241,354,254,2454,931,755
NF1,13047,12343,17850,15801,7411,10267,9912,11209,11071,12365,11968,9512
NF2,2446,2267,2394,2896,2389,2040,2011,2328,3281,4167,3610,3222
NF2L,176,412,605,0,32,10,10,338,38,805,76,26
NFASC,122,842,384,18,18,44,48,127,33,393,28,28
NFAT5,31006,10659,18736,39598,15809,25709,27714,17557,24227,14745,27789,29232
NFATC1,4545,11670,22210,8948,5522,6425,6115,12021,10126,13220,9418,8667
NFATC2,2968,9633,19274,4343,2345,2331,2450,10133,6282,14986,3476,8565
NFATC3,10540,8654,14182,14108,4598,9373,9360,6087,7738,6681,8595,5438
NFE2L1,6061,4506,5711,7415,4320,4070,4495,4745,6538,6939,6073,4726
NFE2L2,4814,4726,5690,10090,3596,5669,5012,3222,6841,4375,7600,6262
NFIA,8692,15293,27786,11562,3749,7164,7164,10300,6503,16734,8163,7183
NFIB,7382,9591,13498,4286,1526,3209,2761,5897,2195,14050,3944,2899
NFIC,4064,5455,11936,4820,3883,2839,3101,7290,6760,8735,6392,4073
NFIL3,1344,2022,2178,1650,803,1275,1205,850,1212,1488,1511,977
NFIX,2296,2953,5783,2959,1687,1584,1611,4881,3027,4260,3129,2113
NFKB1,2312,2294,3249,3340,1699,1797,1712,2497,2465,2314,2629,2497
NFKB2,1105,957,1321,1950,1358,707,819,1352,2316,1134,1829,1101
NFKBIA,496,1678,2118,1401,743,778,774,1281,1682,1637,1263,1197
NFKBIB,347,348,444,339,376,229,160,594,563,201,417,291
NFKBIE,331,210,337,728,650,452,419,599,1098,182,558,272
NFKBIZ,2078,2960,4263,2786,704,819,984,2169,1335,3381,2279,2927
NFRKB,1937,1062,1707,2034,1219,1362,1277,1102,1927,1145,1898,1249
NFS1,2703,1633,2198,2665,1320,1671,1612,1655,2274,2437,2581,2687
NFU1,726,531,777,856,529,802,661,563,834,769,774,547
NFX1,2111,1858,2601,2347,1198,1672,1588,1669,1521,2077,1920,1630
NFXL1,899,717,786,1078,562,738,633,610,815,725,798,800
NFYA,2030,1817,2225,3136,1558,2173,2009,1758,2255,2568,2498,2207
NFYB,1373,1369,1432,1872,889,1191,993,1595,1445,2137,1696,1574
NFYC,2122,1160,1493,1991,1457,1239,1265,1455,2324,1380,2275,1488
NGB,10,73,48,12,10,12,6,16,28,22,36,51
NGEF,11687,2182,4627,16461,6742,8633,10334,7649,11989,3014,10383,10252
NGF,10,133,192,24,28,40,14,94,62,89,119,29
NGFR,481,2558,673,437,677,363,433,525,646,540,361,588
NGLY1,1246,1124,1432,1660,906,1190,956,941,1426,1192,1288,926
NHEJ1,128,63,119,153,115,91,139,124,187,71,143,73
NHLH1,11,2,5,4,4,2,0,2,24,0,12,0
NHLH2,0,0,0,0,0,0,0,0,2,2,0,8
NHLRC1,308,246,312,274,98,216,242,134,152,146,148,150
NHLRC2,2285,2292,2931,2676,1151,2106,1950,1770,1917,2045,1974,1480
NHLRC3,1545,520,815,2086,786,1594,1485,817,1163,774,1502,1376
NHP2,140,156,147,194,207,109,107,131,248,114,230,147
NHS,2274,1517,2388,1281,748,923,722,1118,1327,1192,1362,854
NHSL1,2184,1394,1639,1677,1529,1034,1007,1308,2379,1608,2129,1476
NHSL2,86,875,1073,587,842,311,393,528,1678,685,821,405
NICN1,163,190,209,151,79,118,83,177,201,121,146,76
NID1,7753,7893,10140,5326,3720,3426,3071,6799,5747,8983,5045,4593
NID2,1100,3050,3626,2177,1725,1289,1265,2192,2383,2855,1795,1212
NIF3L1,99,112,83,116,63,64,57,70,88,102,102,79
NIFK,580,656,701,833,714,533,516,654,1326,603,1213,671
NIM1K,748,217,206,764,151,884,796,362,351,253,587,558
NIN,1788,542,563,1018,872,790,639,501,1135,579,1521,1339
NINJ1,1808,1041,1793,2792,705,1698,1711,1420,1734,1170,1123,874
NINJ2,1866,1064,2334,1952,587,2258,2044,1805,1217,1911,1309,1874
NINL,546,371,521,735,618,653,519,647,1175,605,1258,739
NIP7,224,194,188,271,356,149,175,272,394,201,423,204
NIPA2,1191,961,1447,1427,667,1063,899,917,948,1119,1075,869
NIPAL1,48,23,43,124,43,36,24,17,69,8,82,32
NIPAL2,452,18,105,4,0,6,0,26,0,60,8,0
NIPAL3,3049,2009,2652,4249,1737,2725,2478,2216,2876,2332,3224,3125
NIPAL4,2,2,2,6,0,8,8,0,6,0,18,0
NIPSNAP1,597,154,172,131,131,120,89,204,253,165,189,140
NIPSNAP2,873,1113,1237,1193,523,661,550,764,746,1454,794,778
NIPSNAP3A,3074,682,982,1556,473,1886,2025,659,743,1527,1949,877
NISCH,5207,4653,5555,5637,2306,3482,3228,4108,3700,3862,3388,2809
NIT2,2655,339,449,675,268,528,484,338,457,319,469,471
NKAIN1,22,75,126,60,73,22,43,54,48,108,38,16
NKAIN2,115,190,34,16,14,8,38,30,10,10,13,8
NKAIN3,39,125,56,20,28,28,27,36,27,27,32,24
NKAIN4,78,708,562,69,100,72,33,249,138,545,458,82
NKAPL,279,473,572,559,156,270,230,403,355,437,369,423
NKD1,372,1061,1415,544,247,397,306,451,417,1414,614,447
NKIRAS1,206,88,128,265,154,217,151,144,246,136,212,152
NKIRAS2,545,926,1163,607,575,427,354,719,869,705,757,508
NKRF,871,627,725,1112,698,757,688,645,1127,648,1033,674
NKTR,4661,3892,5153,7376,3120,5382,4830,3145,4495,3967,5235,4530
NKX1-1,0,0,4,0,0,0,0,0,0,0,0,2
NKX2-1,1,0,0,0,0,0,0,0,4,0,0,0
NKX2-2,0,0,0,0,0,0,0,0,4,0,2,0
NKX2-3,0,2,0,2,2,2,0,0,16,6,8,0
NKX2-4,0,0,2,4,0,0,4,0,2,0,0,2
NKX2-5,2,0,0,0,0,0,6,0,2,0,0,0
NKX2-6,0,2,4,26,8,23,9,6,16,0,16,30
NKX2-8,0,0,0,0,0,0,2,0,0,0,0,0
NKX3-1,0,4,0,2,0,0,0,0,16,4,0,0
NKX3-2,10953,1707,4002,10751,935,6402,9131,3073,2519,4349,5861,7251
NKX6-2,8,9,12,2,4,4,6,10,12,0,0,8
NKX6-3,2,0,0,0,2,0,4,6,0,0,2,0
NLGN1,175,85,83,26,20,40,51,14,26,28,114,20
NLGN3,18,355,442,30,40,35,68,235,64,375,52,32
NLGN4Y,28,294,207,6,6,10,34,66,2,165,16,10
NLK,1223,744,750,1692,629,1168,1033,717,1345,613,1389,923
NLN,596,586,719,340,274,354,292,399,351,901,567,426
NLRC3,65,172,246,442,469,231,172,235,771,118,495,314
NLRC5,1210,1350,1394,2251,2592,1434,1285,947,3819,1329,2611,2141
NLRP3,740,393,629,897,639,684,595,699,921,562,992,595
NLRX1,386,289,498,421,363,332,316,406,568,358,442,299
NMB,0,6,28,20,0,6,6,8,13,22,21,15
NMBR,0,5,0,1,0,0,0,0,0,0,4,0
NMD3,728,499,612,730,396,500,491,465,559,632,532,687
NME1,24,50,43,16,4,16,11,44,28,32,16,12
NME2,2531,2958,3273,2885,2836,2531,2513,2548,3933,2552,4401,3238
NME3,387,466,458,438,334,369,275,381,528,326,454,221
NME5,259,91,128,205,76,173,185,104,73,98,40,66
NME6,166,183,299,185,203,204,162,336,503,238,352,231
NME7,648,289,390,532,240,373,320,294,442,381,299,308
NMI,621,1179,1260,1123,496,659,650,723,788,1192,833,758
NMNAT1,802,527,779,1250,322,786,701,385,562,613,633,674
NMNAT2,130,488,32,18,4,20,52,0,5,32,12,0
NMNAT3,56,31,9,125,7,29,61,6,150,7,36,32
NMRAL1,373,261,405,549,322,283,333,435,491,280,350,292
NMRK1,878,273,440,269,93,280,304,174,130,735,304,127
NMRK2,181,277,171,883,502,547,553,174,1072,362,719,318
NMS,0,4,4,0,2,0,0,0,0,8,0,4
NMT1,822,667,636,1087,982,702,750,598,1468,603,1140,810
NMT2,1396,925,1413,1775,477,960,945,705,590,1077,811,764
NMU,0,2,0,0,0,0,0,8,0,0,0,13
NMUR1,6,20,24,5,18,4,10,26,12,18,19,14
NMUR2,4,2,0,0,0,2,0,6,0,0,0,0
NNT,11075,2536,2941,7961,4940,5324,4642,4157,6171,4040,6498,5806
NOA1,703,368,458,642,415,315,347,383,601,383,667,494
NOB1,308,273,291,448,366,315,260,330,625,183,406,218
NOC2L,996,845,902,1505,1057,943,901,834,1662,965,1439,957
NOC3L,1102,867,920,1372,648,1026,846,797,944,874,911,935
NOC4L,1668,1271,2684,1905,1094,1580,1406,1516,1809,2427,1532,1059
NOCT,910,486,592,850,500,552,370,567,695,382,672,603
NOD1,740,822,1244,982,638,769,605,659,1080,1112,937,667
NOG,387,68,95,485,232,323,381,244,412,128,350,368
NOG2,21,53,62,106,14,64,39,78,57,67,62,115
NOL10,606,650,659,951,349,650,497,566,474,722,559,594
NOL11,1161,881,1154,1451,457,920,790,580,693,690,753,707
NOL12,189,174,259,308,266,263,231,218,411,446,426,409
NOL4L,14,19,5,7,2,6,6,0,4,4,18,28
NOL6,866,394,397,854,694,811,803,498,1131,766,1364,532
NOL7,310,320,387,420,208,303,267,190,339,319,403,307
NOL8,752,908,1210,1249,512,837,808,825,769,1324,1091,984
NOL9,762,882,1237,1265,1106,834,781,1110,1988,910,1395,879
NOLC1,2059,1241,1331,2956,2255,1981,1964,1492,2902,2196,3198,2581
NOM1,445,348,413,443,264,413,278,359,441,505,513,347
NONO,2268,2089,2618,3591,2492,2481,2390,2241,3897,3433,4405,3766
NOP14,644,487,527,656,346,574,506,380,496,668,561,463
NOP16,221,119,108,243,190,156,108,178,259,102,291,146
NOP2,477,515,485,793,644,521,513,431,863,646,835,701
NOP56,713,545,746,953,1040,630,627,807,1482,806,1462,1024
NOP58,1063,978,1061,1409,1088,1005,1002,1019,1426,1089,1392,1155
NOS1,1006,3195,251,20,49,38,61,152,64,487,38,90
NOS2,1036,1106,1379,1401,789,1084,1016,1050,1356,913,1292,1265
NOTCH1,3910,5525,7187,6247,4484,3446,3452,5742,7821,6231,5216,3389
NOTCH2,10894,13478,21990,17495,19266,11825,11167,20017,30230,19314,24608,16734
NOTO,0,0,0,6,0,6,0,0,2,0,2,0
NOTUM,112,231,481,242,179,194,132,295,332,338,227,209
NOVA1,556,2117,2149,893,238,492,505,957,420,1821,527,493
NOX1,23,48,38,62,91,21,79,31,170,26,65,24
NOX3,47,9,9,6,0,2,16,1,0,4,12,2
NOX4,2024,2174,3177,151,305,78,59,1045,349,2013,365,287
NOX5,67,57,65,51,89,42,40,59,109,49,125,115
NOXA1,56,15,40,31,51,32,22,46,75,5,45,38
NOXO1,16,2,5,3,6,2,10,2,24,2,10,7
NPAS2,922,461,752,1167,401,514,649,647,440,610,391,272
NPAS3,559,584,1072,777,180,481,584,659,340,833,494,296
NPAT,1708,946,1515,1862,824,1279,1368,1002,1398,1462,1672,1285
NPBWR1,0,2,0,14,0,0,0,0,2,0,0,0
NPBWR2,0,0,0,0,0,0,0,0,0,0,0,0
NPC1,2296,1727,2650,3686,2050,2418,2102,2535,3311,2065,2397,2069
NPC2,3204,2066,2792,4769,3472,3289,3106,3784,6145,1780,4631,2687
NPDC1,392,818,1141,363,280,211,216,742,388,1134,399,261
NPEPL1,2181,1384,1489,1567,1176,1163,1121,1163,1469,1339,1147,1297
NPFF,0,0,0,0,2,0,0,4,6,4,0,0
NPFFR1,8,0,0,4,4,6,10,16,3,0,2,0
NPFFR2,14,0,2,0,2,0,3,2,1,0,5,0
NPHP1,910,615,1072,981,443,665,550,635,721,820,795,699
NPHP3,1720,1340,2242,1571,891,1386,1090,1553,1099,1642,1527,1460
NPHP4,314,247,465,340,259,194,188,337,496,349,328,231
NPHS2,636,0,0,0,0,0,0,0,0,0,0,0
NPL,1681,495,486,225,271,178,181,254,896,492,435,236
NPLOC4,2365,1526,2046,3862,2392,2039,1948,1754,3801,1543,2828,2026
NPM1,6816,9535,11081,9212,7156,8055,7320,7226,10268,11306,13503,12090
NPM2,28,38,56,14,16,32,20,56,60,52,118,28
NPM3,64,60,98,169,217,86,64,120,276,68,255,123
NPNT,608,135,161,212,125,149,59,208,197,229,150,187
NPPA,26,14,11,10,15,18,11,7,9,17,2,18
NPPC,66,61,50,32,49,26,18,61,69,81,47,67
NPR2,3962,1340,3005,3696,2830,3355,3332,2695,3619,2166,5681,2181
NPR3,16647,1388,995,386,374,254,355,420,916,1208,1208,374
NPRL3,864,943,1222,1209,868,1099,1185,891,1853,704,1461,951
NPS,250,134,208,681,134,200,106,209,264,118,178,145
NPSR1,0,5,0,0,0,0,0,0,0,0,2,0
NPTN,2103,2291,3220,2856,1183,1860,1735,1703,2158,2435,2189,1559
NPTX1,2,24,12,8,12,2,4,7,14,8,10,2
NPTX2,3897,986,2320,5676,1271,3498,2260,3661,2915,3245,2873,3631
NPTXR,61,201,150,57,19,35,34,65,78,60,40,44
NPVF,0,0,0,0,2,0,0,0,0,0,0,0
NPW,6,22,9,2,4,4,0,22,0,18,0,2
NPY,2,127,4,4,0,2,4,4,6,10,16,0
NPY1R,0,41,38,0,12,4,10,8,29,28,42,6
NPY2R,404,80,115,420,200,447,462,58,92,88,212,120
NPY4R,34,510,305,199,123,208,174,100,326,135,314,82
NPY5R,0,16,2,0,2,0,4,2,6,2,2,0
NPY6R,25,7,7,20,2,10,4,4,4,4,2,2
NPY7R,0,4,4,0,0,0,2,0,2,0,0,0
NQO1,1126,82,144,123,73,95,113,53,102,96,125,73
NQO2,530,417,707,651,300,525,429,410,357,513,450,393
NR0B1,20,8,8,25,1,4,5,0,0,2,0,0
NR0B2,4,8,2,6,4,8,0,6,4,0,4,0
NR1D1,46,171,401,16,39,34,18,110,72,120,70,63
NR1D2,3967,7123,14112,3462,2258,2736,2494,5669,3513,8604,3898,3878
NR1H3,3227,3219,4417,4133,2470,2548,2342,2837,4305,3944,4049,2982
NR1H4,558,3,8,2,0,4,2,0,0,2,10,0
NR1I3,164,0,1,5,0,0,0,4,6,4,0,0
NR2C1,2239,1269,2164,3115,2249,1298,1107,1160,1906,1196,1690,1849
NR2C2,6937,5961,8380,9096,2454,6005,5461,4574,4235,6382,5127,4918
NR2C2AP,179,165,191,167,183,82,71,169,212,173,180,120
NR2E1,273,286,344,368,178,236,277,215,197,237,241,311
NR2E3,2,2,10,0,2,2,0,4,3,1,0,0
NR2F1,595,332,327,289,126,268,304,346,338,486,402,220
NR2F2,2476,3112,3398,796,406,478,460,1897,721,5103,867,528
NR2F6,2535,607,957,1218,1107,818,848,1385,1701,1016,1411,978
NR3C1,4534,4179,7078,5399,3026,3479,3372,4300,4944,5700,4557,4195
NR3C2,13334,8845,10267,8999,3355,5300,5396,6263,5629,8458,6975,6241
NR4A1,478,1009,601,501,727,125,107,539,471,467,380,822
NR4A2,61,104,161,73,39,18,39,129,59,65,58,138
NR4A3,1300,3052,2825,856,916,121,234,2353,964,3131,4447,4763
NR5A1,0,4,6,4,0,6,2,0,4,0,2,0
NR5A2,364,260,224,398,45,352,288,98,164,93,79,79
NR6A1,667,447,830,647,273,364,435,600,475,793,672,512
NRAP,68,4412,622,118,6327,65,28,128,1334,6632,1201,2030
NRARP,360,822,1038,510,138,398,350,578,278,1136,552,364
NRAS,1097,804,1142,1519,1208,1128,996,980,1670,1416,1764,1528
NRBF2,585,682,750,762,367,648,460,386,484,510,725,552
NRBP1,851,1115,1308,1640,1356,975,872,1118,2126,1483,1795,1578
NRBP2,1841,817,1070,3057,2454,2285,2823,1496,4245,894,3854,2701
NRCAM,141,560,131,105,98,158,151,108,56,163,53,130
NRDC,5632,3725,4268,8138,5012,4693,4665,4353,8070,4196,6556,5923
NRDE2,914,511,753,918,569,807,723,518,881,504,810,765
NREP,11925,15456,17284,5952,1655,7967,7094,8154,2602,25114,8405,4497
NRF1,1731,1428,1851,2656,1525,2035,1798,1399,2860,1609,2471,1849
NRG1,103,357,127,217,110,126,132,76,185,68,154,134
NRG2,15,10,12,19,22,10,10,35,24,8,11,20
NRG3,20,55,56,25,28,64,39,16,52,33,36,48
NRG4,634,219,330,255,175,129,122,105,178,165,173,117
NRGN,2,14,7,0,4,3,0,16,8,0,15,2
NRIP1,7136,2904,4137,5039,2318,3360,3280,2498,3508,3090,3983,3639
NRK,6979,8144,10912,14444,7569,10558,9729,8597,13953,10146,15279,12589
NRN1,12,900,1777,50,50,22,75,313,46,1103,80,163
NRN1L,8,22,10,11,2,7,6,0,36,2,31,14
NRP1,27893,14771,15665,6149,3138,5043,3753,8554,5695,14394,4748,3832
NRP2,3200,4941,9517,4809,5919,3861,3313,6545,8515,7240,8303,5560
NRROS,65,72,73,403,283,182,154,188,642,52,344,185
NRSN1,260,170,234,190,65,150,128,100,62,162,106,88
NRSN2,16,10,14,32,22,12,2,22,17,24,13,12
NRTN,12,60,143,4,6,2,6,68,2,180,18,6
NRXN1,162,3019,1613,445,593,413,280,365,384,2496,404,425
NRXN3,42,90,161,45,46,104,62,70,165,10,48,58
NSA2,822,603,813,498,368,676,608,497,549,938,987,492
NSD1,7963,6542,9440,11304,8603,7218,6949,8248,13699,9077,12863,8628
NSDHL,1003,182,168,813,318,779,762,294,475,246,407,619
NSF,2871,2131,2380,2726,2038,2047,2038,2114,2941,1952,3041,2391
NSFL1C,742,752,822,809,768,574,471,750,1138,808,1256,766
NSG1,58,530,64,60,14,51,87,29,39,33,31,10
NSL1,798,831,1065,1371,370,922,863,655,701,752,1347,727
NSMAF,1118,1243,1840,1714,667,939,991,1005,985,1412,1071,982
NSMCE1,105,91,118,141,52,84,82,95,96,103,65,70
NSMCE2,267,391,459,344,115,284,319,260,219,383,251,320
NSMCE3,617,448,556,676,613,385,413,576,632,806,832,767
NSMCE4A,341,387,356,445,262,458,331,416,352,627,535,536
NSMF,1677,932,874,1511,1623,2113,1844,1088,1719,899,1019,1276
NSRP1,287,336,353,401,97,360,276,136,225,317,287,252
NSUN2,1024,605,831,1140,658,770,783,632,705,696,981,1142
NSUN3,598,552,1454,550,442,615,686,522,369,923,637,492
NSUN4,348,295,316,259,329,210,217,383,493,265,417,163
NSUN5,442,268,343,644,560,349,334,598,643,514,620,601
NSUN6,340,222,374,240,102,282,265,150,182,183,203,172
NSUN7,231,183,195,258,96,161,153,85,90,123,80,124
NT5C1A,78,243,59,32,207,40,32,57,83,151,173,166
NT5C1B,161,737,844,346,284,340,265,388,595,562,447,278
