NAME	ENTREZ_ID
CD200R1A	768673
CADM2	418463
F5	374052
CD200	418425
MMP13	395683
QTRT2	418351
NOX4	419012
ROBO1	395292
CHORDC1	419009
NAALAD2	419010
TYMP	121109235
FOLH1	419011
HCLS1	426867
ROBO2	395291
OR9Q1	431295
NME6	426866
RABL2A	426865
ACR	426864
ARSA	426863
ACRL	769176
C21orf91	395489
TRPC6	418989
SHANK3	101748950
CHODL	418474
CTSC	419014
U6	112531616
SNORA27	112531634
TMPRSS15	427967
SNORD102	112531622
RAB38	428095
gga-mir-1646	100315968
gga-mir-6641	102465375
gga-mir-7449	102465725
gga-mir-1709	100315797
gga-mir-6656	102466703
DCUN1D5	418980
MMP10	418981
MMP3	NA
GPR89A	418459
MMP1	418982
PDZK1P1	418460
MMP27	395850
MMP7	418983
SMKR1	NA
TMEM123	418984
HTR1F	427963
BIRC2	374012
POU1F1	374215
TMEM135	419015
CHMP2B	418461
LIPI	418466
RBM11	418467
ABCC13	418468
HSPA13	418469
PRSS23	419017
FZD4	373887
SAMSN1	418470
ME3	419019
PRCP	428096
U2	112531610
U2	112531646
U2	121109518
U2	121109520
U2	121109521
U2	121109522
U2	121109523
U2	121109524
U2	121109525
U2	121109526
U2	121110880
NRIP1	101749375
U2	121110878
U2	121110879
U2	121110902
gga-mir-96	114482472
gga-mir-29b-1	777795
gga-mir-1604	100315910
gga-mir-1626	100316021
gga-mir-205b	777842
gga-mir-29a	777794
gga-mir-1651	100315880
gga-mir-1596	100316008
gga-mir-183	777882
gga-mir-6708	102465417
gga-mir-182	114483522
gga-mir-12207	114483681
gga-mir-1460	100315704
gga-mir-6659	102466183
DDIAS	101750305
TSTD1	418473
FAM181B	101751376
TYR	373971
GABRR3	430981
DHTKD1	426076
GRM5	373933
MIOX	107052518
DCAF6	418438
GDI1	395854
CD88	768950
GOLGB1	426868
TIMMDC1	418453
POGLUT1	418455
FAT3	395167
YAP1	396171
C11orf70	418985
GBE1	427964
CEP126	100859489
ANGPTL5	772036
BCL9	418456
RAB30	419020
PCF11	419021
GJA8	395846
ANKRD42	772327
CERK	425523
CCDC90B	419023
TBC1D22A	428128
GJA5	396502
IL17REL	769256
MLC1	417737
USP25	418471
MPC2	768451
DLG2	419024
SIIL	417691
CPNE8	417690
PIM3	768655
TMEM126A	426392
CCDC89	426393
SYTL2	426394
CCDC83	425232
MPZL1	418441
RCSD1	418443
CREG1	768680
SLC2A13	769652
CD247	395911
ABCD2	417694
PICALM	425991
KIF21A	417692
PGR	396198
POU2F1	396463
ALG10	426734
TPRKB	425906
ILDR2	418447
GTSE1	425204
GPA33	418445
ARHGAP42	418990
DUSP27	418444
TRMU	425909
MAEL	418446
CNTN5	395317
ZFP92	418448
CCDC82	426136
MAML2	428088
CD2	768858
CELSR1	NA
MTMR2	418992
PTGFRN	418449
CD101	418450
CEP57	418993
ADPRH	418452
ens-2	NA
FAM76B	418994
SESN3	428089
CD36	417730
ENDOD1	428090
GNAT3	427851
GNAI1	396368
CWC15	418996
MAGI2	417729
AMOTL1	428091
C11orf97	101751913
ANKRD49	418997
FAM19A5	768638
MRE11	395555
GPR83	428093
PANX1	772164
HIST1H2B5L	429558
HEPHL1	418998
TM4SF1a	418999
VSTM5	100859821
GRAMD4	425953
MED17	419000
C11orf54	419001
BRD1	417731
TAF1D	419002
CEP295	419003
ZBED4	417734
SMCO4	772206
Metazoa_SRP	NA
gga-mir-1806	100315900
gga-mir-12213	114482973
gga-mir-99a	777927
ALG12	417733
MIRLET7C	NA
gga-mir-6616	102465359
gga-mir-125b-2	777929
ACP6	418458
DEUP1	419006
IGSF3	418451
SLC36A4	419007
CRELD2	417735
PIK3CG	417706
MTNR1B	396338
PRKAR2B	769420
HBP1	417705
EED	426381
HIKESHI	427034
COG5	417704
TENM4	395406
CREBZF	101752023
FUT4	428092
TAS2R4	101747503
GPR22	769379
DUS4L	769352
BCAP29	417702
SLC26A4	427845
CBLL1	417701
SLC26A3	417700
DLD	417699
LAMB1	396478
ERGIC2	417697
LRRK2	427844
PHTF2	417728
TMEM60	417727
RSBN1L	768780
PTPN12	417725
U6	112531614
U2	NA
gga-mir-1657	100315768
gga-mir-6570	102465330
GSAP	417724
CCDC146	417723
FGL2	768821
FAM185A	417722
FBXL13	417721
PMPCB	417718
DNAJC2	417717
LRRC17	395440
ARMC10	417720
PSMC2	417716
NDUFA12	417907
NAPEPLD	417719
APOLD1	769889
DDX47	417959
SLC26A5	417715
GPRC5A	417960
SMIM45	100859314
RELN	427850
TMCC3	417905
CXorf36	418555
NDUFA6	427897
SMDT1	770755
N6AMT1	418481
FAM109B	427898
ORC5	417714
NAGA	396547
LTN1	418482
RWDD2B	418484
WBP2NL	770780
USP16	418485
LHFPL3	100858127
SEPTIN3	427899
CCDC59	417878
KMT2E	417712
METTL25	417879
CYP2D6	417981
GLT8D2	418085
CCT8	418486
TDG	395510
C12orf73	772057
C7orf73	418128
CNOT4	417936
SRPK2	417711
IQSEC3	418146
IFNAR2	395664
PUS7	417709
STRA8	417938
RINT1	427848
EFCAB10	769240
ATXN7L1	427847
PAH	408024
OLIG2	428612
GALR3	427904
THL	771761
IL10RB	395663
IGF1	418090
HUNK	418493
MIS18A	418494
HSP90B1	374163
TCF20	417980
CDHR3	427846
URB1	427975
NT5DC3	427914
SYPL1	417708
NAMPTP1	417707
STAB2	418089
SOCS1L	417978
MRPL42	417899
PICK1	418030
EVA1C	418496
SOX10	395573
CACNA2D1	768444
POLR2F	395486
C21orf59	418497
SOCS2	395219
HGF	395941
C22orf23	418031
SEMA3C	374090
CRADD	417900
CCDC71L	101750427
PLXNC1	417901
SYNJ1	418498
MICALL1	418032
CEP83	417904
PAXBP1	418499
SLC25A3	417924
EIF3L	418033
IKBIP	417925
APAF1	417926
ANKRD54	418034
C21orf62	418501
CENPM	417982
NUAK1	418074
ADAMTS1	418479
C12orf75	771624
TNFRSF13C	417983
SHISA8	100857803
MTPN	395702
SREBF2	395304
ADAMTS5	427971
AMN1	418137
CCDC134	417984
ETFBKMT	418138
MEI1	417985
MRPL39	418475
GCAT	101750333
H-10	693250
XRCC6	395767
gga-mir-2126	100316004
LAMB4	396076
DESI1	770448
JAM2	418476
PMM1	417989
ATP5J	418477
CSDC2	425183
TRIOBP	100859397
GABPA	418478
NOL12	418037
POLR3H	417990
ADAP1L	100858460
TTC26	417969
APP	374198
UTS2RL	771154
UBN2	417970
FMC1	107053781
CYYR1	770067
LGALS1A	396491
RIPK4	418529
LUC7L2	417971
PRDM15	418531
GBE	124416954
MTERF2	418067
TMEM263	418068
POLDIP3	417974
RRP7A	417975
SERHL	417976
RIC8B	418069
ZBTB21	427986
C2CD2	418532
HEBP1	417961
RFX4	418070
UMODL1	427987
POLR3B	418071
FAM234B	417963
FAM180A	772003
GSG1	769937
SLC13A4	418127
SYT10	418129
ASCL1	386573
TMTC2	417880
PKP2	418130
EMP1	417964
GRIN2B	417965
YARS2	418131
ABCG1	418533
TFF3	418534
SLC6A15	417881
TMPRSS3	427988
DNM1L	418132
UBASH3A	418535
ATF7IP	417966
FGD4	107049013
TSPAN19	100859115
RSPH1	418536
LRRIQ1	417882
SLC37A1	418537
PLBD1	417967
ALX1	427871
PDE9A	418538
RESF1	418136
WDR4	418540
CRY1	374093
NDUFV3	418541
SPIC	427915
RASSF9	427872
PARPBP	418092
GUCY2C	417968
PMCH	418091
PKNOX1	418542
NTS	417883
NUP37	418093
MGAT4C	427873
C12orf50	417885
C12orf29	417886
CEP290	417887
KDM6A	418556
CCDC53	418094
TMTC3	417888
DRAM1	418095
FUNDC1	418558
KITLG	396028
GNPTAB	418096
SYCP3	418097
EFHC2	418559
NDP	418560
UHRF1BP1L	417929
CHPT1	418098
ACTR6	395348
SCYL2	417930
MAOB	418561
MAOA	418563
SLC17A8	427877
MYBPC1	NA
EFCAB6	418231
NR1H4	373902
CMAS	418199
GAS2L3	417931
MAP3K7CL	418487
RERG	NA
ANO4	427878
APPL2	418075
SLC5A8	417932
WASHC4	418077
BACH1	418488
GRIK1	418489
CECR2	418161
NR2C1	373913
CLDN8	427973
ALDH1L2	418078
C12orf45	418079
UTP20	417933
SLCO1A2	418190
SLC41A2	427913
IAPP	396362
USP15	395644
PDE3A	418185
ARL1	417934
ZFC3H1	417855
TIAM1	418491
NUP205	417935
AVPR1A	771773
SLCO1B3	418187
FGD6	417908
SOD1	395938
CHST11	NA
VEZT	417911
IL17RA	418158
TXNRD1	418082
HDHD5	418159
METAP2	417912
SCAF4	418492
CYLY	418544
SLCO1B1	418189
USP44	417913
FAM19A2	771745
CBS	418545
KCNMB4	417852
NFYB	396205
NTN4	417914
CECR1	418160
SNRPF	417916
CCT2	417846
AMDHD1	417917
U2AF1	395370
HCFC2	418083
CAND1	417837
CRYAA	418546
HAL	378924
PHF21B	427935
SIK1	395417
LTA4H	417918
BIK	776149
TCP11X2	425052
MCAT	427934
HSF2BP	418548
RRP1B	425237
DYRK2	427864
ELK3	417919
TSPO	418226
INFG	396054
CKAP4	NA
IL26	101751928
TTLL12	418227
PDXK	418549
CDK17	417920
CFAP54	417921
AGPAT3	418550
CPSF6	417844
TRAPPC10	771556
GATD3A	418552
NEDD1	417922
SCUBE1	418228
LYZ	396218
H2BC32	100858607
H2BC32	121106462
H2BC32	130685189
H2BC32	770267
H1-010	417948
YEATS4	771226
TSPAN8	417854
DENND5B	418139
MPPED1	418229
LGR5	427867
WDR91	417939
SYT1	396083
TMEM140	417940
ICOSLG	395968
NUP50	418240
PDE6H	378929
IFNAR1	395665
FAM60A	418140
ARHGDIB	417941
HMGA2	395851
ERP27	107048995
DNAJC28	770607
CAPRIN2	418141
KIAA0930	418241
IFNGR2	418502
TMBIM4	771874
MGP	395912
TMEM50B	418503
IPO8	418142
HELB	417836
OC3	417943
GART-B	427977
GART	395315
ART4	427879
UPK3A	418242
SON	770637
SMC1B	418243
DONSON	418504
TMTC1	418143
SMCO3	769813
GRIP1	427863
WBP11	427880
CRYZL1	418505
RAB3IP	417850
DDX11	418144
H1-01	417954
ARFGAP3	418224
MYRFL	100858458
WASHC1	418145
H3C33	100857439
H3C33	100858681
H3C33	121106438
H3C33	121110383
H3C33	770022
H3C33	768333
H3C33	417953
CNOT2	417851
PACSIN2	395975
CTSEAL	417848
BEST3	417849
TTLL1	418225
ITSN1	418506
TMEM5	417820
SLC6A13	100858230
RIBC1	418244
KDM5A	418148
PTPRQ	772163
CCDC77	418149
H2AC39	417947
MYF6	417873
MYF5	395633
H3C33	769852
B4GALNT3	418150
FBLN1	373979
SRGAP1	417821
NINJ2	418151
ATP6V1E1	418162
ATXN10	418245
ACSS3	417875
WNK1	427925
BCL2L13	418163
H2AC32	100858459
H2AC32	101749238
H2AC32	404299
H2AC32	417955
H2AC32	427891
H2AC32	427895
WIF1	417831
RAD52	418152
LEMD3	417832
WNT7B	427937
RPS19BP1	418011
ERC1	418153
MSRB3	417833
ATF4	395693
CACNA1I	427900
BID	395236
MIEF1	418012
PPFIA2	417877
IL22	417838
MDM1	417839
MICAL3	418164
MGAT3	418013
RAP1B	417840
TAB1	418014
SYNGR1	418015
PEX26	418165
TUBA8B	396426
NUP107	101751988
TUBA8A	418166
ATP5O	418508
RPL3	418016
PDGFB	374128
USP41	418167
MRPS6	427978
CBX7	101752246
SLC35E3	417842
CBX6	107053684
SLC5A3	112530700
MDM2	395609
NPTXR	427902
DNAL4	418019
PTPRO	373911
CPM	417843
ACO2	374009
FAM20CL	418020
MGST1	418178
TMEM19	417856
RAB21	771383
TOB2	417992
GTPBP1	418022
PHF5A	417991
JOSD1	418023
EPS8	418174
TOMM22	770933
KCNE2	427979
TBC1D15	417857
TEF	396342
CBY1	771364
ZC3H7B	NA
DMC1	427903
RANGAP1	417997
CHADL	417998
TPH2	408026
L3MBTL2	417999
DDX17	418024
TRHDE	427868
KCNE1	101748386
EP300	418000
A4GALT	418223
KCNC2	772061
KDELR3	418026
RCAN1	418510
KCNJ4	395903
CAPS2	417859
CLIC6	427981
STK38L	418217
RBX1	418001
GLIPR1L1	417861
STRAP	418175
XPNPEP3	418002
CSNK1E	378891
RUNX1	396152
GLIPR1	427869
SETD4	418511
NCK1	418727
ST13P5	418003
DERA	418176
SLC25A17	418004
CBR3	418512
GLIPR1L	417862
ECRG4	771055
KRR1	417863
SLC9A2	418719
KICS2	417822
ARNTL2	373925
TMEM184B	418027
RPL18A	417823
MFSD9	418720
DOP1B	119765001
MAFF	395519
TMEM182	418721
PLA2G6	418028
SLC15A5	418177
BAIAP2L2	418029
MORC4	418513
XPOT	417824
SLC16A8	396041
MKL1	418005
PARP12	418100
ARHGEF7	418761
CHAF1B	418514
SGSM3	418008
TBK1	417825
ADSL	396540
CLDN14	NA
SIM2	418515
HLCS	418516
RIPPLY3	101749102
ANKRD10	418760
PIGP	418517
PPFIBP1	418219
POU3F3	107051987
RASSF3	417828
TTC3	418518
TNRC6B	NA
GNS	417829
TBXAS1	418101
ABCC9	418200
FAM83F	770747
ENDOUL	418221
DSCR3	418519
TNFSF13B	374229
KCNJ8	395973
HIPK2	374138
TBC1D30	417830
DYRK1A	395233
LDHB	373997
GRAP2	770756
MRPS9	418723
GYS2	418201
KCNJ6	427983
KIAA1549	100857885
TGFBRAP1	418724
C2orf49	418725
ATP6V0A4	418104
DUSP6	374272
FHL2	418726
MON2	417818
SVOPL	418105
SULT4A1	418232
TRIM24	418106
PPM1H	771760
PTPRB	417853
