"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ASB14",52.8114008759545,-2.06720628698277,0.821753285420577,5.92016175296396,0.0518147264104741,0.0852764469525053
"ASB15",58.9629732060332,-4.89219101880666,1.16837394954275,13.4547626266391,0.00119766516503235,0.00348922347018311
"ASB18",27.1420695309916,-8.23347965193089,1.52497733206149,23.8125741736525,6.74784686569105e-06,3.8847848150676e-05
"ASB2",266.763274505012,-1.55172133521616,0.579973141768636,8.27208598034855,0.0159859832083789,0.0317620494655367
"ASB3",432.351220947675,-0.196889923662416,0.15433205729091,2.58218239722456,0.274970571818094,0.34402657570202
"ASB4",12.0031262120464,-2.29887154100981,1.16823219211649,5.15736455656038,0.0758739188892805,0.117100038018999
"ASB5",737.376129450028,0.400565278596808,0.203446498806494,7.49831347024809,0.0235375859090854,0.0440517901837972
"ASB6",817.026598068738,0.297731078235741,0.293048020345343,11.5020754873962,0.00317947959899031,0.00810633359846266
"ASB7",549.166530026308,-0.127924482439309,0.155609713369479,1.23238092997977,0.539997664199376,0.600721315192858
"ASB8",463.863300257587,-0.149863407504213,0.194427342894141,28.3897735505053,6.84288123211147e-07,5.0317560312386e-06
"ASB9",1180.49925869245,2.40723960666476,0.173766563760897,176.771498462764,4.11677214105222e-39,8.23493979808446e-37
