Geneid,SYMBOL_display,sample,norm_count,log2_norm,condition
gene-HOXA3,HOXA3,E-7-34-38,1046.51846811197,10.0327599640222,posterior.sacral
gene-HOXA4,HOXA4,E-7-34-38,572.513979232907,9.16368484170754,posterior.sacral
gene-HOXA5,HOXA5,E-7-34-38,339.568007925591,8.41179910812982,posterior.sacral
gene-HOXA6,HOXA6,E-7-34-38,125.164999508409,6.9791679254587,posterior.sacral
gene-HOXA7,HOXA7,E-7-34-38,854.135228126827,9.7400087706171,posterior.sacral
gene-HOXA9,HOXA9,E-7-34-38,2149.82476007499,11.0706742696417,posterior.sacral
gene-HOXA10-AS,HOXA10-AS,E-7-34-38,521.520831285037,9.02934474389178,posterior.sacral
gene-HOXA10,HOXA10,E-7-34-38,929.466014867999,9.8618096468009,posterior.sacral
gene-HOXA11,HOXA11,E-7-34-38,1125.32606039505,10.1374088186695,posterior.sacral
gene-HOXA13,HOXA13,E-7-34-38,18.5429628901346,4.28857730440745,posterior.sacral
gene-HOXB1,HOXB1,E-7-34-38,192.383239985147,7.59531895543708,posterior.sacral
gene-HOXB2,HOXB2,E-7-34-38,100.827360715107,6.66998145123119,posterior.sacral
gene-HOXB3,HOXB3,E-7-34-38,1309.59675411576,10.3560081484623,posterior.sacral
gene-HOXB4,HOXB4,E-7-34-38,808.936756082124,9.66166544931656,posterior.sacral
gene-HOXB5,HOXB5,E-7-34-38,1569.19823457764,10.6167309928162,posterior.sacral
gene-HOXB6,HOXB6,E-7-34-38,1911.0841128645,10.9009302737461,posterior.sacral
gene-HOXB7,HOXB7,E-7-34-38,27.814444335202,4.84872029359589,posterior.sacral
gene-HOXB8,HOXB8,E-7-34-38,296.687406242154,8.21765437898149,posterior.sacral
gene-HOXC8,HOXC8,E-7-34-38,170.363471553112,7.42091580199308,posterior.sacral
gene-HOXC9,HOXC9,E-7-34-38,427.64708165373,8.74364651094616,posterior.sacral
gene-HOXC10,HOXC10,E-7-34-38,3256.6078575799,11.6695972310747,posterior.sacral
gene-HOXC11,HOXC11,E-7-34-38,463.574072253366,8.85976482976889,posterior.sacral
gene-HOXC12,HOXC12,E-7-34-38,23.1787036126683,4.59566498870048,posterior.sacral
gene-HOXC13,HOXC13,E-7-34-38,2.31787036126683,1.73025751715234,posterior.sacral
gene-HOXD1,HOXD1,E-7-34-38,972.346616551435,9.9268098415758,posterior.sacral
gene-HOXD3,HOXD3,E-7-34-38,1291.05379122562,10.3354504187179,posterior.sacral
gene-HOXD4,HOXD4,E-7-34-38,19.7018980707681,4.3716911433727,posterior.sacral
gene-HOXD8,HOXD8,E-7-34-38,1227.31235629079,10.2624617652149,posterior.sacral
gene-HOXD9,HOXD9,E-7-34-38,580.626525497341,9.18394925568085,posterior.sacral
gene-HOXD10,HOXD10,E-7-34-38,1446.3511054305,10.4991992249279,posterior.sacral
gene-HOXD11,HOXD11,E-7-34-38,575.990784774807,9.17240446728352,posterior.sacral
gene-HOXD12,HOXD12,E-7-34-38,91.5558792700398,6.53225272976259,posterior.sacral
